Restaurant_Name,Recommendations_content
American Karate Institute,"['Smiley Academy of Martial Arts/Team Combat Athletix', ""Heimberger's Martial Arts"", 'Carlson Gracie Plant City / Cross Guard Fitness', 'Jacksonville Gracie Jiu-Jitsu', 'Tarpon Cove Yacht & Racquet Club', 'Landings Yacht Golf & Tennis', 'Trapeze', 'Golf Club of the Everglades', 'Mega Tropical', 'Jerk Shack Spice & Sport Bar']"
American Social,"['D-Town Bar & Grill', 'TGI Fridays', 'City PUB', 'SUGARCANE raw bar grill', ""Whiskey Joe's Bar & Grill - Manatee River"", 'The Tavern at Harmony', 'NBC Sports Grill & Brew™', 'Mugshots Grill and Bar', 'The Angry Warthog Saloon', ""BJ's Restaurant & Brewhouse""]"
Amore Pizzeria,"[""Domino's Pizza"", ""Bosco's Italian To Go"", ""Anthony's Deli, Pizzeria, and Bakery"", 'Five Star Pizza-Kissimmee', ""Jet's Pizza"", 'Little Caesars', 'Viva Pizza & Wings', ""Sicilia's Pizza - Italian New York Style Pizza"", ""Sam's Pizza"", 'Mi Pizza Piu- Miami']"
Amplified Autosports,"['Tint World', 'Stillworth RV, Boat, & Auto Restoration and Reconditioning and Detailing', 'Autotronics USA', 'Total Recon Inc', ""Helsel's Automotive"", 'Miami Excellence Collision Center', ""Gene's Auto Frame & Towing"", 'Auto Interiors By John O', 'Allyz Auto / Color Recon', 'Day Off Detailing - Paint Correction & Ceramic Coatings']"
Ana's Brazilian Kitchen Kissimmee,"[""Ana's Brazilian Kitchen Kissimmee"", 'Porto Alegre Brazilian Grill And Bar', 'Spettos King', 'El Churrascaso Grill Tampa', 'Estrela Brasil Corporation', 'El Toro Loco Churrascaria Bird Road Food Truck', 'L&E Fine Cooking', 'Yami Crab & Bar', 'Ming Moon Chinese Restaurant', 'Krystal - Closed']"
Ana's Restaurant,"['Drawbridge Cafe', 'BOTTA Italian Street Food', 'Paramo Café & Restaurant', 'Vara Grill', 'The Anchor on Sunset Harbor', 'Open Seas Paellas Españolas', 'El Valle Hondumex Restaurant', 'Golden Spoon Diner & Seafood', 'North Jetty Tap & Grill', 'Italian Bistro']"
Andalucía Tapas Bar & Restaurant,"['Sea Worthy Fish Bar', 'Bold City Grill', 'Bae Korean Grill', 'Fiesta Bar&Grill', 'Mainstay Tavern', 'Bitterroot', 'Topside at the Beacon', 'Burger-ish Bar & Grill', 'Strike 10 Bowling Sports Lounge Arcade', 'Comadres']"
Andy's Pizzeria,"[""Valentino's Italian Cuisine"", 'Zippoz Pizza', 'Piccolo Pizza & More', 'Pizzamanina', ""Jerry & Joe's Pizza"", 'Pinecrest Pizzeria - North Miami', 'Chicago Calzone', 'Delicias Pizzeria Cubana', ""Domenico's 2 (Hialeah Gardens)"", ""Johnny Brusco's New York Style Pizza""]"
Anejo Cocina Riverside,"['FIESTA CANCUN MEXICAN RESTAURANT *NOW OPEN* We want to bring you the true feeling of Mexico. We are a family owned business.', 'Fire Spot Mexican Bar & Grill', 'Mr. & Mrs. Crab Lakeland', 'SoNapa Grille', 'El Catrín Mexican Grill', 'El Mezcal Mexican Restaurant', 'El Melvin Cocina Mexicana', 'Ootoya Sushi Lounge Thornton Park', 'Ay Jalisco', 'Buenos Aires Bistro - Coral Gables']"
Angela's Restaurant Supplies,"[""Angela's Restaurant Supplies"", 'Hospitality Resource Supply', 'COD Supplies Inc', 'The Paper Company LLC', 'Edward Don & Company', 'Gold Coast Linen Services', ""Auntie Anne's"", 'Mainstreet Supply', 'El gaucho latin market', ""Beverly's Oriental Food Market""]"
Angelino's Italian Bistro Bar & Pizzaria,"[""Milano's Italian Restaurant Pizza and Bar"", ""Valentino's Italian Cuisine"", ""Antonio's House of Pizza"", ""Mannino's Italian Restaurant and Pizzeria"", ""Luigi's Pizza"", 'Marcelina’s', 'New York Pizza & Pasta Cafe', 'Corner Cucina', 'Pizza Bella', 'Delicias Pizzeria Cubana']"
Angelo's Seafood Restaurant,"['The Ivy House Restaurant', 'Southern Charm Cafe', 'Poppies Cafe & Bakery', 'Goblin Market', 'Napolinos', 'Largo Family Restaurant', ""Tiffany's"", 'RiverGrille on the Tomoka', 'Country Boy Restaurant', 'Our Place Dunedin']"
Angelo's Southern Grill,"['Pinellas Grill', 'El Floridita Seafood Restaurant - Kendall', 'Skidders Restaurant', 'Los Magueyes Crystal River', 'Pueblo Viejo Fort Pierce', 'Provisions & Buzz Co.', 'Monarcas Authentic Mexican Cuisine Bar & Grill', 'Mr Baguette - Wynwood', 'Olde World Restaurant', 'Northwest Grille']"
Angry Bull Saloon,"['Cotto Pizza', ""Mike's Pizzeria"", ""Fabio's pizza"", 'Mangia House by Juan Drake', 'Pizza CO 850', ""Little Mike's"", 'Italian Bistro', 'Nexus Pizza', 'All Star Pizza', ""Nick's Tomato Pie""]"
Anna Maria Oyster Bar on the Pier,"['Pinchers', ""Grimaldi's Pizzeria"", ""CJ's Crab Shack"", 'B Square Burgers', 'Monarcas Authentic Mexican Cuisine Bar & Grill', 'Ay Jalisco', 'Firebirds Wood Fired Grill', 'The Twisted Crab Edison -Seafood&Bar', 'El Melvin Cocina Mexicana', 'Que Pasa Mexican Kitchen']"
Annas Pizza Port St Lucie,"['The Pie House', ""Anthony's Italian Deli and Eatery"", ""Papa John's Pizza Live Oak"", ""Jean's Jamaican Restaurant"", 'Island Flavor Cafe', 'Blaze Pizza', 'KUBA EN LA PLAYA', 'Bella Pizzeria', 'Sbarro', '10x vegan']"
Annata Wine Bar,"[""Enzo's Hideaway Tunnel Bar"", 'Bar 1903', 'Cibo Wine Bar Ft Lauderdale', 'The Rickenbacker Restaurant', 'Glory Days Grill', '1601 Lounge', 'Players Sports Pub', 'The Clevelander Bar', 'Dahlia Lounge', 'Nemo Sports Bar']"
Another Broken Egg Cafe,"[""EJ's Bayfront Cafe"", ""Hoot's Breakfast & Lunch"", 'Maple Street Biscuit Company- UTC', 'Bandeja Paisa Latin Restaurant', 'First Watch', 'Maple Street Biscuit Company- Tioga', 'El Patio Restaurant', 'Metro Diner', 'Bob Evans', 'Sweet & Savory: Savanna Commons Cafe']"
"Anthony's Deli, Pizzeria, and Bakery","[""Sicilia's Pizza - Italian New York Style Pizza"", ""Mama Mia's Pizza"", ""Sam's Pizza"", ""Sassano's Pizza"", 'Bravo Pizza North Miami Beach', ""Bala's Pizza"", 'H2 Kitchen + Pizzeria', ""Nick's Tomato Pie"", 'All Star Pizza', ""Chello's Pizza""]"
Anthony's Italian Deli and Eatery,"['Annas Pizza Port St Lucie', 'DJS BACKYARD SMOKIN&GRILL CATERING LLC', 'KUBA EN LA PLAYA', ""Marina's Bar Restaurant"", 'Pizza Ave', 'Epik Burger', 'Reds BBQ Food Truck', 'Fern Gully Grill', 'The Pie House', 'Pit Stop Barbecue']"
Antilles Cuisine,"['Antilles Cuisine', 'Reflexion Restaurant', 'Bon Appetit Grill', ""Sterlin's Paradise"", 'Friendly & Amigo Restaurant', 'Veronica’s Restaurant', 'Chef Pepito', 'Bon Appetit Restaurant & 727 Lounge', 'Serie 49 Restaurants and Bar', 'Empanadas tia pina / comida venezuela']"
Antojitos Boricuas,"['Springs Grill Pizzeria', 'La Bodegita Del Medio', 'Nueva Casa Latina Restaurant', 'Flamingo Mini Market', 'La Union', 'Barbara’s cafe', 'Guava Grill - Latin Fusion', '7 SIETEMARAVILLASFOODTRUCK Miami Birrias Tacos al Pastor Burritos Baleadas Hondureñas Restaurant Kendall Cutler bay Gyros Shawarma Pescado frito Bus', ""Riley's Coney House"", 'Ballantraeclubhouse']"
Antojitos Catrachos movil,"['Greek To Go', 'Louis Pappas Fresh Greek, Trinity', 'Fresh & Nice Caribbean Cuisine', 'Hawaiian Poke Taco', 'Antojitos Catrachos movil', 'Comida De Mar', 'Saxsay', 'Pho Taste', 'El Ventorrillo Bistro', 'Ocho Rios Jamaican Restaurant']"
Antojitos De Socorro,"['Ven Pa Ca', 'Tu esquina sabrosa', 'RUTA TAINA', ""Lucy's Puerto Rican Kitchen"", 'Manjar Criollo FL', 'Arroz Con Pollo', 'Salsabor', 'Wing Street', ""Munchie's Pizza Club"", 'Hong Kong']"
Antojitos Mexicanos,"['Miami River II Mexican Cuisine', 'Tacos & Tattoos Lincolns Beard', 'Gonzalos Taqueria Y Carnitas', 'EL CAMION DEL TACO', 'Taqueria La Cabana', 'Chuchos Tacos', 'Mi Ranchito Mex', 'La Siesta Taqueria', 'Taqueria Gonzalez', 'Taqueria El Molcajete']"
Antojitos Mexico Lindo,"['El Taco Regio', 'Antojitos Mexico Lindo', 'El Korita', 'Mi Tierra Mexican Restaurant', 'Dos Sabores Restaurant', 'Guanajato Mexican Restaurant', 'La Pequena', 'TACO FIESTA', 'Taco Del Ray', 'Las Delicias']"
Antojitos To Go by Annies Bakery,"['Lemon Cafe', 'Belly Fuel Restaurant', 'Skillets - Bradenton - School House Plaza', '¡Ole!', 'Los Hornos Restaurant', ""Yen's Kitchen"", 'El Buen Pan Bakery and Restaurant', 'Wraps Delight Cafe', 'Jungle Vibes', 'The New Lighthouse Caffe']"
Antojos Boricuas II,"['Juicy Gyros', ""Marina's Bar Restaurant"", 'Pit Stop Barbecue', ""Michael's Ali Coal Fired Pizza Clermont"", 'Miami Grill', 'Miami Subs Grill', 'El Rincon Colombiano (Pembroke Pines)', '14 Bis Pizzeria Brazilian = American', 'HJ German Corner', 'Sak Pase Restaurant']"
Antonio & Vittoria Italian Tavern,"['Pasta And...', 'Caffe Andiamo', ""Mario's Ristorante"", 'Villagio', 'Allegria Ristorante', 'Mandolins', 'Vignetos Italian Grill', 'Sweet Alchemy Confectionery', 'Majestic Ash Lounge and Southern Spice', ""Abbe's Donut Shop""]"
Antonio's House of Pizza,"['Pizza Bella', ""Poppy's Pizza"", ""Angelino's Italian Bistro Bar & Pizzaria"", 'MADE IN ITALY FOOD TRUCK', ""Snapper's Fish & Chicken"", ""Bosco's Italian To Go"", ""Valentino's Italian Cuisine"", 'FANTASY Pizza', ""Castello's Pizza | Pizza Delivery Windermere"", ""Goodfella's Pizza""]"
Apalachicola National Forest,"['Wynwood', 'Los Amigos (Closed)', 'Jerk Shack Spice & Sport Bar', 'Mega Tropical', 'Lazy Gator Ruskin LLC', 'Las Canas American & Latin Cuisine', ""Arden's Kountry Kitchen"", 'Unistars', 'Los Rumberos Restaurant', ""Jockyboy's BBQ""]"
Apna Grill,"['Aroma Indian Cuisine', 'JBANGER SOUL Food', ""Nin's 5 Tacos"", 'Fortune Cookie Chinese Restaurant', ""Jackie's Jamaican Pot LLC"", ""Kelly's Cajun Grill"", 'Panda Wok', 'Silverspoon Takeout', 'Taqueria La Acapulqueña', 'Taqueria Remis']"
Applebee's Grill + Bar,"['C Level Grill', ""Manny's Original Chophouse- Haines City"", 'The Cheesecake Factory', 'Jabbers Bar & Grill', 'SUGARCANE raw bar grill', ""BJ's Restaurant & Brewhouse"", ""Ashley's of Rockledge"", ""Oli's Fashion Cuisine"", 'DB Pickles', ""Bascom's Chop House""]"
Apps Pizza,"['Hog Heaven Bar B-Q', 'Heavenly Pizza', ""Giovanni's New York Pizza"", 'Enzos Pizza & Grill', 'Stavros Pizza and Grill', 'Flagler Avenue Pizza Company', 'Crydermans Barbecue', 'Graves Drive-In', 'Wood Fire Pizza', ""Smokey's Bar-B-Que""]"
Aqua Bins LLC,"['ServiceMaster 24 Hour', 'Stanley Steemer', ""Alladin's Magic Carpet Cleaner"", 'Barrows Carpet & Upholstery Cleaning', 'Serv-U #1 Carpet & Upholstery Cleaning', 'First Impressions Carpet, Tile & Oriental Rug Cleaning', 'Steam Vac Inc.', 'SERVPRO of Bay County', 'SERVPRO of Central St. Petersburg/Pinellas Park', 'UniClean Carpet & Upholstery Cleaning']"
Arabian Nights Restaurant & Hookah Lounge Orlando,"['1-800-Lucky', 'Los Jarritos Restaurant', ""Randy's Restaurant & Lounge"", 'Pizza City', 'ARGO Restaurant', 'Boteco', 'El Mariachi Restaurant - Mexican & Cuban Cuisine', 'Iron Sushi', 'Jin Jin', 'Taco Bus']"
Arbetter`s Hotdogs,"['BurgerFi', 'Five Guys', 'Graves Drive-In', ""Tony's Chicago Beef Co. Southside (aka Frosted Mug)"", ""Skinny's Place inc."", 'South Philly Cheesesteaks', 'Del Taco', ""Nathan's Famous Cape Coral"", 'Wacked Out Weiner Pensacola', 'PANADICTO LLC']"
Arby's,"['Sonic Drive-In', 'Checkers', 'Taco Bell', ""Wendy's"", ""McDonald's"", 'Chipotle Mexican Grill', 'Dairy Queen Grill & Chill', ""Jersey Mike's Subs"", 'Whataburger', 'Burger King']"
Arden's Kountry Kitchen,"['Montreal Grill', 'Las Canas American & Latin Cuisine', 'Taste Of Soul', 'Pizza Time Plus', 'Choices Cafe', ""BD'S Mongolian Grill"", 'Los Rumberos Restaurant', 'Mofongo Tripleta Pinchos', 'Burger Barn Fresh Burgers & Shakes', 'Full Plate']"
Arepa Santa Barbara,"['7 SIETEMARAVILLASFOODTRUCK Miami Birrias Tacos al Pastor Burritos Baleadas Hondureñas Restaurant Kendall Cutler bay Gyros Shawarma Pescado frito Bus', 'The Porkupine Pub', ""Escobar's Mexican Restaurant"", 'El Burro Loco', 'The Best Restaurant', 'El Toque Latin Restaurant', 'El Palacio', ""Grumpy's Restaurant"", ""J.A.C.'S Corner"", 'Bigote Cafeteria']"
Arepas Donde Flor,"['Bulla King Bakery', 'Carside To Go', 'C & C Eatery', 'Phoenix Eatery', 'Kreyol kitchen', 'FIVE SPICE VIETNAMESE', 'Phoresh Noodles', 'Bolly Twist', 'Louis Pappas Fresh Greek, Trinity', 'Restaurante Los Hernandez']"
Arepas Santa Bárbara la Original,"['Mediterranean Experience', ""JB's Seafood"", 'A Taste Of Miami', 'Nacho’s Tacos', 'South Pacific Grill', 'Waros Grill Venezuelan Food Truck', 'Arepas Santa Bárbara la Original', 'Seven Wonders Bakery', 'Poulet Chic Restaurant', 'Chile Lindo']"
Arepas Y Mucho Mas,"['Star seafood restaurant cafeteria inc.', ""AMY'S KITCHEN AND FOOD MART"", ""Armando's Cocina Mexicana"", 'Fujiyama Sushi', 'My Little Peru', 'MOD Pizza', 'Mi Tierra Mexican Restaurant', 'Dos Sabores Restaurant', 'Hibachi Express Plant City', 'Islands in the pines']"
Argana Diner ( Halal & Mediterranean Food ),"[""Stela's Kitchen & Bar"", 'Take a Break Cafe 3 @ Meridian 589', 'Espresso Cubano', 'La pupusa queen', ""Cristy's Cafe"", 'Willow’s Cafe', 'Restaurante Latino', 'Simply Southern Eatery', 'Latin House Express Cafe & Grill', 'El Cayuelo - Cuban Cuisine']"
Argentine Steakhouse by La Rural Boca,"['Super Tacos Deli - West Palm Beach', 'Open Seas Paellas Españolas', 'El Valle Hondumex Restaurant', 'Wagon Wheel Pizza of Melbourne', 'Mi Ranchito Restaurante', 'Restaurante Los Hernandez', 'Rincon Sabroso Cafeteria', 'Rincón Catracho Restaurant', 'Taqueria Jalisco', 'Eight Bistro Lounge']"
Ario,"['Old Europe Bistro', 'Coast', 'The Black Pearl of Dunedin', 'Plancha', 'Icebox Cafe', ""Harold's"", 'Stage Deli Fine Foods', ""Petar's Restaurant"", ""TooJay's Deli • Bakery • Restaurant"", 'Café de France']"
Armando's Cocina Mexicana,"['Dos Sabores Restaurant', 'Mi Tierra Mexican Restaurant', ""AMY'S KITCHEN AND FOOD MART"", 'El Korita', 'Doña kitchen', 'Real Del Monte Mexican Restaurant', 'Antojitos Mexico Lindo', 'El Taco Regio', 'Acapulco Cafe', 'TACO FIESTA']"
Aroma Indian Cuisine,"['Lazeez Cuisine', 'Apna Grill', 'Taste of Curry', 'Dragon Village Asian Café', 'Shanghai Chinese Restaurant', 'HSCF Canteen', 'Oriental Garden Chinese Restaurant', 'China Top', 'Twice butter', 'China Town']"
Arooga's,"['Fridays', ""Miller's Ale House"", 'Red Robin Gourmet Burgers and Brews', 'Von Stephan Village Bier Garten Restaurant - Cocoa', 'DB Pickles', 'Mugshots Grill and Bar', ""Applebee's Grill + Bar"", 'Burger-ish Bar & Grill', ""Manny's Original Chophouse- Haines City"", ""BJ's Restaurant & Brewhouse""]"
Arroz Con Pollo,"['Tu esquina sabrosa', 'Ven Pa Ca', 'RUTA TAINA', ""Lucy's Puerto Rican Kitchen"", 'Manjar Criollo FL', 'Salsabor', ""Nilsa's Puerto Rican Bistro"", 'Antojitos De Socorro', 'Fogón del Cibao', 'El Rincon Boricua Restaurant']"
Arthur's An American Bistro,"[""Marti's New River Bistro"", 'Antonio & Vittoria Italian Tavern', 'Mandolins', 'Esquina Criolla', 'Mercado 31 Estacionamiento', 'Caffe Andiamo', 'Rinconcito Paisa', ""Abbe's Donut Shop"", 'Majestic Ash Lounge and Southern Spice', 'Pastel Brazil Cafe']"
Asados El Paisa Broward,"['Shay’s Place', 'THE RITERO BURGER 🍔', ""Sam's Seafood & Grill"", 'Flavors House of Wings', 'Flavorikan', ""Charlene's Seafood and More"", 'Crispy fish and chicken on US1', ""Huey Magoo's Chicken Tenders"", ""My Cousin Vinny's Pizza and Pasta"", 'Royal Mexican Grill']"
Ashley's of Rockledge,"[""Mel's Diner - Fort Myers"", ""Manny's Original Chophouse- Haines City"", 'Country Angels', 'Ruby Tuesday', ""Applebee's Grill + Bar"", ""Grandma Sally's"", 'Largo Family Restaurant', 'La Carreta', 'Jabbers Bar & Grill', 'Lake Alfred Diner Inc']"
Asia Cafe,"['Shanghai Restaurant', 'china city takeout', 'China Max', 'China', 'South Sea Chinese Kitchen', ""Perry's BBQ"", 'Jade Garden', 'Asia Cafe', 'Green Tree', 'Canton Star']"
Asiago's Skillet,"['Leguminati', 'Skillets - Bradenton - School House Plaza', 'Egg Wits', 'Havana 1957 Cuban Cuisine Ocean Drive', ""Johnny's Italian Restaurant"", 'Cape May Cafe', 'Antojitos To Go by Annies Bakery', 'Olive Garden Italian Restaurant', 'Pisco Y Nazca Ceviche Gastrobar', 'Belly Fuel Restaurant']"
Asian Chao,"['Teriyaki Express', 'Hong’s BBQ', 'Chao Cajun', 'New Village', ""Zheng's Chinese Restaurant"", 'Shanghai Garden', 'China Lakes Restaurant', 'East Wok Chinese Restaurant', ""Wong's Chinese Restaurant"", 'Super Wok']"
Asian Express,"[""Mei's Kitchen"", 'Dragon Village Asian Café', 'Asian House', ""J's Asian Street Food"", ""Brickery's Grill"", 'Naruto 88 bistro', 'Cabalen Restaurant', ""Nin's 5 Tacos"", 'JBANGER SOUL Food', 'Chao Cajun']"
Asian House,"['Naruto 88 bistro', 'Dragon Village Asian Café', 'NARA Hibachi', 'Asian Express', 'Ocho Rios Jamaican Restaurant', 'Bonzouti Resturant', ""Mei's Kitchen"", 'Makan Miami Food truck', 'Hunan City', 'China China']"
Asian Seafood,"['The Crab House International Winter Haven', 'Polo Crab House LLC', 'L&E Fine Cooking', ""Aladin's Grill"", 'Yami Crab & Bar', 'The Dancing Crab', 'Fish Market & Restaurant', 'Ice Crab House', 'Conchman Conway Llc', 'Hooks Fish & Chicken']"
Asian Spice,"['Chinatown', 'Asian Spice', 'China Gourmet 2', 'Lin Garden 2', 'Cafe Ruyi Chinese Food', 'Chicken Yummy', 'China City', 'Hop Shing', 'China Top', 'China China']"
Asian Spices,"['Seoul Red Barn Oriental Market', ""Goldstein's Prime"", 'La Estrellita', 'Masayita Minimarket Corporation', 'Iris Mexican Restaurant', 'El Bodegon Dominicano Miami', 'El gaucho latin market', 'Halal Market حلال', 'ALADDIN MEDITERANEAN GROCERY', 'La Placita']"
Asian Taste Restaurant,"['New China Chinese Restaurant', 'Shanghai Garden', 'Mr Hibachi', 'New Village', ""Zheng's Chinese Restaurant"", 'Confucio Express Brickell', 'New Wok', 'Wah Lay Chinese Take Out Restaurant', 'Mandarin Village', 'Sushi Wok']"
Asian Wok and Grill,"[""Papa John's Pizza Live Oak"", 'Taco Riendo', ""Pacino's Pizzeria"", 'Bae’s Burgers and Wings', ""Poppo's Taqueria Outpost"", 'The Barnyard', 'Chilangos Mexican Grill', 'Fitlife Foods Wesley Chapel', 'Yuppie Bowls', ""Yen's Kitchen""]"
Asian invasion,"['Kotobuki Asian Cuisine', 'Boca Fresca', 'Cauli bites', 'Jazz Thai', 'Le Bon Gout Restaurant', 'Wu’s Kitchen & Wines', 'Khaosan Road Coral Gables', 'MOCA Asian Cuisine', 'Pad Thai Cafe', 'Kreyol kitchen']"
AthleticsFit Healthy Meal plans service delivery to your door,"['Healthy Coast Meals', 'Tossgreen', 'Smoothie Spot Hialeah', 'Sunny Poke', ""Nature's Table Clearwater [SPC ES Building]"", 'Clean Eatz', 'The Bowl', 'Little Leon', 'Vale Food Co', 'Natural Kitchen ( poke bowl and bubble tea)']"
Atmosphere,"['Il Faro Pizzeria and Restaurant', 'Antonio & Vittoria Italian Tavern', ""Nancy's Good N Fast"", ""Olivia's"", 'divots grille', 'Runway Grille & Deli Restaurant', 'The Oaks Golf Club Cafe', ""Maria's Cafeteria Inc"", 'Tortellino Bistro', 'B&B kitchen']"
Atwaters Best Bar Bbq And Soulfood,"['Chicken Salad Chick', 'Underground Kitchen', 'Wimbos', ""J.R's Flamin Grill BAR B Q"", 'El mazorcazo', 'Pastamarket', 'Flagler Charbroiled Hamburger', 'De lo Mío Street Food', 'Mana Greek Fusion', ""Riley's Coney House""]"
Augustines 1812 house,"['Augustines 1812 house', 'Pavarotti’s Pizza & Restaurant', 'Marcelina’s', 'Vara grill', ""Angelino's Italian Bistro Bar & Pizzaria"", 'CAFE VICO RESTAURANT OCEAN', 'Mozzarita', ""Valentino's Italian Cuisine"", 'The Pampa Grill', ""Manny's Cucina Napoletana""]"
Aunt Lulu's NY Style Pizza and Kitchen,"[""Jay's Pizza"", 'Frankies Italian Deli', 'V Pizza - Fernandina Beach', 'Marcelina’s', 'Pastamarket', ""Mannino's Italian Restaurant and Pizzeria"", 'Pavarotti’s Pizza & Restaurant', 'BOTTA Italian Street Food', 'Mozzarita', 'MADE IN ITALY FOOD TRUCK']"
Auntie Anne's,"[""Ben's Soft Pretzels"", 'The Paper Company LLC', 'Edward Don & Company', 'El gaucho latin market', ""Beverly's Oriental Food Market"", 'Gold Coast Linen Services', 'Restaurant Warehouse', 'Punto Gourmet', 'Hospitality Resource Supply', ""Angela's Restaurant Supplies""]"
Aura Restaurant,"['The Edward Ball Dining Room@ Wakulla Springs', 'Estiatorio Ornos a Michael Mina Restaurant', ""Marino's Italian Restaurant"", 'Restaurant Italiano', 'Trevini Ristorante', 'Rise Kitchen & Deli (in Seminole Hard Rock Hollywood)', 'Los Gauchitos', ""Maggiano's Little Italy"", 'Flor Fina', 'The Library - inspired by the George Peabody Library']"
Aurora at the Celeste,"['Divieto Ristorante', 'La Estacion American Brasserie', 'Slate Restaurant', 'Red Robin Gourmet Burgers and Brews', 'TORO Latin Kitchen & Tequila Library', ""Bascom's Chop House"", ""Maggiano's Little Italy"", 'Rise Kitchen & Deli (in Seminole Hard Rock Hollywood)', 'Hotsy-Totsy Bar & Grill and the sidecar speakeasy', 'Fridays']"
Auto Clinic USA,"['S S Performance Automotive Inc', 'European Auto Service', 'Space Coast Auto Center', 'Automotive Technology of Sarasota', ""Todd Biron's Classic Restoration"", ""Glenn's MG & British Car Repair"", 'Palm Beach Prestige Auto', 'Auto Critic Inc.', 'BC Automotive', 'German Tech Inc']"
Auto Critic Inc.,"[""Jim's Auto Services"", 'Auto Service Center of Port Orange, LLC', 'European Auto Service', ""Satterfield's Automotive Repair Inc."", 'Space Coast Auto Center', 'BC Automotive', 'Executive Automotive Service Of Ocala', ""Helsel's Automotive"", 'Matrix Performance', 'European Car Performance Services']"
