name_y,resumen_reseñas,avg_rating,latitude_x,longitude_x,address
Dixieland Chicken Co.,"Best fried chicken on the coast! Spicy, creole goodness!",4.8,30.3862951,-86.39944419999999,"Dixieland Chicken Co., 4629 Opa-Locka Ln, Destin, FL 32541"
APEX Disaster Specialists,Mr. Brad Tharp sent me an update of arrival time that was within an hr of time frame. Upon arrival Mr. Tharp immediately went to work asking important specific questions and took the time to comprehend my replies.,4.8,30.5110023,-86.13094439999999,"APEX Disaster Specialists, 15167 US-331 BUS A, Freeport, FL 32439"
Taco Bell,Food was same as at every Taco Bell. Service was less than acceptable.,2.1,30.3768715,-86.3538627,"Taco Bell, 140 Poinciana Blvd, Miramar Beach, FL 32550"
Starbucks,I love the outdoor porch at this location. Comfortable and feels so much more homey than the cooperate outdoor seating area!,4.2,30.377439,-86.349015,"Starbucks, 10410 US-98 West, Destin, FL 32550, United States"
Mulligan's Bar and Grill,We ate outside. Friendly fast service and really good fresh food.,4.2,30.4835032,-86.43215839999999,"Mulligan's Bar and Grill, 2000 Bluewater Blvd, Niceville, FL 32578"
Tango 3 Coffee,Such a romantic coffee shop to have a date. Beautiful atmosphere with great service.,4.6,30.4860773,-86.4178807,"Tango 3 Coffee, 4546 E Hwy 20, Niceville, FL 32578"
Absolute Thai Cafe (Valparaiso),Great Thai food!!! Extensive menu.,4.4,30.4902597,-86.4946586,"Absolute Thai Cafe (Valparaiso), 481 S John Sims Pkwy ste f, Valparaiso, FL 32580"
Panda Express,"Waited in line for 15 minutes only to play 20 questions to figure out what they do and don't have availae right now. If you only have 3 items going at the moment, then why not start off by telling me that?",3.8,30.4815736,-87.2142191,"Panda Express, 1270 Airport Blvd, Pensacola, FL 32504"
Charleys Cheesesteaks,Shopette closed due to covid,3.8999999999999995,30.4833,-86.505195,"Charleys Cheesesteaks, 309 W Van Matre Ave, Eglin AFB, FL 32542"
Little Caesars Pizza,"I love the pizza and we order it atleast once a week, but I feel the topping is skimpy we get mushrooms only. I have seen more on the pepperoni $5 pizza but I don't like meat.",3.5,30.701185,-86.5702,"Little Caesars Pizza, 5353 S Ferdon Blvd, Crestview, FL 32539"
Antojitos De Socorro,"Amazing food! First visit, but I'll be back.",4.9,30.7582039,-86.56938199999999,"Antojitos De Socorro, 147 Main St, Crestview, FL 32536"
Hot Kim Chi,Love the food excellent service 🙌🏾,4.6,30.7643176,-86.5696373,"Hot Kim Chi, 496 N Ferdon Blvd, Crestview, FL 32536"
Wild Wieners and Wings,Always sweet staff.,4.8,30.780971,-85.53831799999999,"Wild Wieners and Wings, 1348 N Railroad Ave, Chipley, FL 32428"
Wendy's,Food was fine but service was slow and they were out of most types of soft drinks.,3.8,30.7510611,-85.55026,"Wendy's, 1715 Main St, Chipley, FL 32428"
Rest Area MM-133 Westbound,"Very good location on the interstate! Bathrooms were clean, and there was even a phone booth if you had 2 case quarters!",4.4,30.7580583,-85.3221111,"Rest Area MM-133 Westbound, I-10, Cottondale, FL 32431, United States"
Applebee's Grill + Bar,"Came in for lunch on a Sunday and it was decent. As I stated before the food was decent it just wasn't outstanding, however I guess not too much needs to be expected in a humdrum place such as this.",3.7,30.1587492,-85.59033079999999,"Applebee's Grill + Bar, 600 N Tyndall Pkwy, Callaway, FL 32404, United States"
Hungry Howie's Pizza,Always Fast with Our Order 🤗😍🤗,4.1,30.1417336,-85.591697,"Hungry Howie's Pizza, 306 S Tyndall Pkwy, Panama City, FL 32404, United States"
Pockets Sports Bar and Grill,They have done a great job remodeling this joint. Biker friendly and great people.,4.5,30.1280202,-85.59145559999999,"Pockets Sports Bar and Grill, 5401 East Business 98, Panama City, FL 32404"
McDonald's,My first day on which was cold and nasty the bun was burnt the mushrooms were burned the cheese in the Patty looked older than I don't know what then they handed me another Burger it was supposed to be just a quarter pounder with cheese they gave me that one and I opened it in the truck and it was a Double Quarter Pounder with cheese I'm not complaining about that but once again to both the hamburgers were as tough as shoe leather and the bun was still like and I had lettuce on it shame on you McDonald's,3.2,30.1613736,-85.6606498,"McDonald's, 717 Harrison Ave, Panama City, FL 32401, United States"
Pit Stop Barbecue,I am so glad we have PC Pit Stop BBQ. They know how to Barbecue!,4.7,30.1586957,-85.66598259999999,"Pit Stop Barbecue, 499 W Beach Dr, Panama City, FL 32401"
Chick-fil-A,Totally terrific! They did a good job.,4.1,30.1877892,-85.64773869999999,"Chick-fil-A, 2238 N Cove Blvd, Panama City, FL 32405"
Seoul Red Barn Oriental Market,"When I’m in town visiting my mom and I don’t have time to cook Korean food...this is where I come to eat. Where you’ll most likely find me 😂 those of you who are hesitant to try bee things, step outside your comfort zone.",4.7,30.1308747,-85.600713,"Seoul Red Barn Oriental Market, 4924 E Hwy 98, Panama City, FL 32404"
Gene's Oyster Bar,Gene’s has some of the BEST oysters I’ve had! Great food at a good price.,4.8,30.1533871,-85.63338999999999,"Gene's Oyster Bar, 302 Sherman Ave, Panama City, FL 32401, United States"
Montreal Grill,The kafta was to die for and so were the potatos. I will definitely be coming back here for more in the future.,4.7,30.2201252,-85.66515489999999,"Montreal Grill, 3931 FL-390, Panama City, FL 32405"
Wendy's,Clean and polite. Original burgers are best.,3.9,30.2178455,-85.65011299999999,"Wendy's, 2604 FL-77, Lynn Haven, FL 32444, United States"
Olive Garden Italian Restaurant,"I love eating here. Friendly staff, great food , I enjoy different foods here.",4.3,30.191654,-85.650278,"Olive Garden Italian Restaurant, 2397 FL-77, Panama City, FL 32405, United States"
Taste The World -Mediterranean-Palestinian Cuisine,The food is made to order and tastes  very fresh. The employees are friendly and offer samples.,5.0,30.187286,-85.64844099999999,"Taste The World -Mediterranean-Palestinian Cuisine, 2234 Martin Luther King Junior Boulevard, Panama City Mall-Food Court, Panama City, FL 32405"
TGI Fridays,"Service and waitress was great,no waiting time was seated immediately!",4.0,30.190424,-85.677477,"TGI Fridays, 1022 W 23rd St, Panama City, FL 32405, United States"
SERVPRO of Bay County,Servpro of Bay County has come to my rescue for multiple properties where emergencies have occurred. They're always great about communicating with me and our tenants every step of the way.,4.7,30.173515,-85.6698645,"SERVPRO of Bay County, 1403 Florida Ave, Panama City, FL 32401"
Holi Indian Grill ( A Flavor Of Joy ),I've seen this building go through many changes since I've lived here. And wow... it is amazing!,4.4,30.1900056,-85.7013624,"Holi Indian Grill ( A Flavor Of Joy ), 3102 W 23rd St, Panama City, FL 32405, United States"
Jade Garden,"Been coming here since I was a kid! Always fresh, hot and amazing meals.",4.1,30.1869564,-85.7620531,"Jade Garden, 7119 US-98, Panama City Beach, FL 32407"
Fatty's Sandwich Shop,We love this place! The sandwiches are incredible.,4.6,30.1765378,-85.7606627,"Fatty's Sandwich Shop, 916 Thomas Dr, Panama City Beach, FL 32408, United States"
C Level Grill,The prime rib was amazing. The grilled shrimp was over seasoned.,4.5,30.1856749,-85.7746974,"C Level Grill, 8014 Front Beach Rd, Panama City Beach, FL 32407, United States"
Bar 72,Owners private club.,4.4,30.1474418,-85.72787919999999,"Bar 72, 4701 Bay Point Rd, Panama City, FL 32408"
Hunt's Oyster Bar & Seafood Restaurant,Excellent... A dozen baked a dozen raw and 2 ice cold corona... This is the way to start a vacation 🙂,4.6,30.1697747,-85.7013071,"Hunt's Oyster Bar & Seafood Restaurant, 1150 Beck Ave, Panama City, FL 32401, United States"
Enzos Pizza & Grill,Cozy small place with outdoor seating. The margarita pizza is my favorite and the wings are also very good.,4.5,30.1734273,-85.7013423,"Enzos Pizza & Grill, 1322 Beck Ave, Panama City, FL 32401, United States"
La Pasadita,Me and my girlfriend came and order a few tacos and they were amazing. The place was nice and clean..good place for family get together,4.4,30.175507,-85.68912399999999,"La Pasadita, 1900 15th St, Panama City, FL 32401"
Sizzle Dog,Delicious big hot dogs and lots of toppings. I would give them 5 stars but they were out of potato salad and the hot dogs were not very hot.,4.5,30.1685099,-85.70168369999999,"Sizzle Dog, 1105 Beck Ave, Panama City, FL 32401"
Papa Joe's Bayside,We rented a pontoon boat but had to cancel because of the weather. They were real cool and told me without boating experience it wasn't a great idea.,4.6,30.179332,-85.7199856,"Papa Joe's Bayside, 4601 West, US-98, Panama City, FL 32401"
Burgunbarrel,"You can always order one of the many pizzas from The Slice House, right next door. There are dive bars and fine dining and plenty of spots in between; this is a fine wine bar that respects itself.",4.9,30.1691055,-85.7016943,"Burgunbarrel, 1125 Beck Ave, Panama City, FL 32401"
Hammerhead Fred's,"Delicious in every way! Great food, great drinks and great servers!",4.0,30.1691749,-85.7910217,"Hammerhead Fred's, 8752 Thomas Dr, Panama City Beach, FL 32408, United States"
Krystal,"Honestly, I don't know when they are open and when they arent. I work until 11pm and sometimes they were open, sometimes they were closed.",2.9,30.1802561,-85.8020331,"Krystal, 9958 Hutchison Blvd, Panama City Beach, FL 32407"
Zaxby's Chicken Fingers & Buffalo Wings,Fast food fun and tasty and what Zaxby's is to me. This specific location seems to be doing a good job from the 7-8 times I have went inside for ice tea or food.,4.2,30.180786,-85.80266999999999,"Zaxby's Chicken Fingers & Buffalo Wings, 9960 Hutchison Blvd, Panama City Beach, FL 32407, United States"
Gulf Coast Burger Co.,"The All American Beef Burger was big enough to justify the $11 price, included one side (fries). Fries were hot and crispy with just the correct amount of seasoning.",4.4,30.1827335,-85.8064117,"Gulf Coast Burger Co., 10031 Hutchison Blvd, Panama City Beach, FL 32407, United States"
Be Near Me Restaurant and Bar,"Everything is made fresh to order by the Chef. We enjoyed a great KC Burger with cheddar cheese, bacon, onion rings, and BBQ sauce and perfectly crisp fries.",4.9,30.1607929,-85.7783365,"Be Near Me Restaurant and Bar, 7510 Thomas Dr UNIT K, Panama City Beach, FL 32408"
Applebee's Grill + Bar,"Was was short staffed, but our bartender Devin took care of us. He was Awesome!",3.9,30.1834275,-85.80832029999999,"Applebee's Grill + Bar, 10071 Hutchison Blvd, Panama City Beach, FL 32407, United States"
Jerk Shack Spice & Sport Bar,This place might not look like much when you approach but don't let the small strip mall fool you. This is the real deal!,4.1,30.2061597,-85.85767419999999,"Jerk Shack Spice & Sport Bar, 14654 Front Beach Rd, Panama City Beach, FL 32413"
HB,Have only been to the Hoffbrau House in Panama City Beach Florida. They have a great selection of German food and beer.,4.4,30.2165533,-85.87553799999999,"HB, 701 S Pier Park Dr, Panama City Beach, FL 32413"
"Smok""n""Butts",Well it was not good. The butt fries were ok but they put canned cheese on top.,4.0,30.2263985,-85.8895403,"Smok""n""Butts, 404 S Arnold Rd, Panama City Beach, FL 32413"
Swampy Jack's Wongo Adventure,Awesome place! The go karts were some of the best I have ever experienced.,4.5,30.2149637,-85.87104099999999,"Swampy Jack's Wongo Adventure, 284 Powell Adams Rd, Panama City Beach, FL 32413"
Zollo's Pizza,"Great tasting, homemade pizza and more! Staff is awesome.",4.2,30.2061899,-85.85763999999999,"Zollo's Pizza, 14658 Front Beach Rd, Panama City Beach, FL 32413"
Tex Kitchen,Nom nom nom.... love me some Tex Mex. It was convenient since we were already in Pier Park.,4.5,30.1860496,-85.73443429999999,"Tex Kitchen, 5555 US-98 #1072, Panama City, FL 32401"
Carrabba's Italian Grill,"The choices for gluten free meals was more extensive than most. Terrific food, great service.",4.0,30.2107047,-85.84825599999999,"Carrabba's Italian Grill, 13820 Panama City Beach Pkwy, Panama City, FL 32407, United States"
Subway,They were greet. Love the food at all their locations that I've to,3.6,30.1843432,-85.8168713,"Subway, 549, 8A Richard Jackson Blvd Suite H-7, H, Panama City Beach, FL 32407"
Barbacoa Mexican Grill,The food is great! I would say it's similar to Chipotle but the food is much better.,3.6,30.1984237,-85.8145828,"Barbacoa Mexican Grill, 11560 Panama City Beach Pkwy, Panama City Beach, FL 32407"
Wingdingers LLC,We were shopping next door at Florida Linen and the aroma caught our attention on the way in. Talk about a hidden gem!,4.8,30.2038178,-85.8253058,"Wingdingers LLC, 12011 Panama City Beach Pkwy B, Panama City Beach, FL 32407"
Jin Jin King,"I ordered delivery through grubhub and it arrived on time, nice and hot. I ordered a variety of food but my favorites were the steamed dumplings and the sushi.",4.2,30.185618,-85.770977,"Jin Jin King, 7725 Front Beach Rd, Panama City Beach, FL 32407, United States"
Something Salty,So I ordered two lunches minus the bread. I ordered the sausages with peppers and onions and the brisket cheesesteak.,4.8,30.2940914,-85.8594816,"Something Salty, 6511 Laird Park Rd, Panama City Beach, FL 32413"
Subway,Very sweet and awesome. Employee was very accurate with order.,3.6,30.3951683,-85.6901092,"Subway, 13435 FL-77, Southport, FL 32409"
Pizza Hut Express,Pizza Hut personal pan pizzas are light and fluffy and cheesy and DELICIOUS! I recommend this place and their pizzas for sure anytime!,4.1,30.3951735,-85.6901729,"Pizza Hut Express, 13435 Highway 77 Express Lane, Southport, FL 32409"
Sandhills Seafood,"While it’s a small buffet so there’s not a lot of each item out, they’re very good about replenishing it and that helps the food stay fresh. If you’re looking for good seafood, go here.",4.4,30.399368,-85.68868599999999,"Sandhills Seafood, Panamá, 13712 FL-77, Southport, FL 32409"
Granny's Kitchen,Best Bacon Cheese Burger in Washington Co! Super nice ladies in front  and kitchen.,4.6,30.60899,-85.71894549999999,"Granny's Kitchen, 3284 Main St, Vernon, FL 32462"
Country Chat & Chew,It's good home made food but cost of food a lil high even more so on kids meal roughly $9.00 on kids 3 chicken tenders with fries,4.7,30.8074661,-85.724825,"Country Chat & Chew, 2251 Boswell Rd, Bonifay, FL 32425"
